Work Item Type,Title,Area Path,Tags,Model Name,Object Type,Table Name,Measure Name,Definition,Format String,Display Folder,Hidden,Lifecycle Status,Governance Status,Source Artefact,Business Definition,Technical Notes,Dependencies,Replacement Measure,Owner,Validation Status
Task,vNext measure register: vNext Selected Forecast Version,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Selected Forecast Version,"COALESCE ( SELECTEDVALUE ( dim_forecast_version[ForecastVersion] ), SELECTEDVALUE ( fact_gl_forecasts[ForecastVersion] ) )",General,01 vNext Helpers\Selectors,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,"Business: selected forecast version. Technical: uses forecast-version dimension first, then fact fallback. Confirm approved default/latest-version rule.",Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Selected Fiscal Year,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Selected Fiscal Year,SELECTEDVALUE ( dim_date[FiscalYearNumber] ),0,01 vNext Helpers\Fiscal Period,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: selected fiscal year. Technical: returns blank for multi-select; measures must handle blank explicitly.,Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Selected Fiscal Month,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Selected Fiscal Month,SELECTEDVALUE ( dim_date[FiscalMonthNumber] ),0,01 vNext Helpers\Fiscal Period,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: selected fiscal month/period number. Technical: returns blank for multi-select.,Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Selected Fiscal Period Key,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Selected Fiscal Period Key,SELECTEDVALUE ( dim_date[PeriodKey] ),0,01 vNext Helpers\Fiscal Period,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: selected fiscal period key. Technical: used by period-aware calc items and BS as-of measures.,Proposed vNext measure from non-destructive implementation script.,,To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Latest Actual Fiscal Period Key,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Latest Actual Fiscal Period Key,"MAXX ( FILTER ( ALL ( dim_date ), NOT ISBLANK ( CALCULATE ( [vNext Actual GBP Base] ) ) ), dim_date[PeriodKey] )",0,01 vNext Helpers\Fiscal Period,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: latest fiscal period with actuals. Technical: iterates all date rows and evaluates the actual base measure inside FILTER via CALCULATE; avoids using a measure directly as a CALCULATE Boolean filter. Validate against finance close calendar.,Proposed vNext measure from non-destructive implementation script.,[vNext Actual GBP Base],To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Selected Fiscal Period Key Capped,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Selected Fiscal Period Key Capped,"VAR _Selected = [vNext Selected Fiscal Period Key] VAR _LatestActual = [vNext Latest Actual Fiscal Period Key] RETURN COALESCE ( MIN ( _Selected, _LatestActual ), _LatestActual )",0,01 vNext Helpers\Fiscal Period,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: selected fiscal period capped at latest closed actual period. Technical: prevents future actual-period leakage. Confirm close-period policy.,Proposed vNext measure from non-destructive implementation script.,[vNext Latest Actual Fiscal Period Key]; [vNext Selected Fiscal Period Key],To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Prior Fiscal Period Key,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Prior Fiscal Period Key,"VAR _PriorKey = SELECTEDVALUE ( dim_date[PriorPeriodKey] ) VAR _FiscalYear = [vNext Selected Fiscal Year] VAR _FiscalMonth = [vNext Selected Fiscal Month] VAR _FallbackPriorYearP12 = CALCULATE ( MAX ( dim_date[PeriodKey] ), REMOVEFILTERS ( dim_date ), dim_date[FiscalYearNumber] = _FiscalYear - 1, dim_date[FiscalMonthNumber] = 12 ) RETURN IF ( _FiscalMonth = 1, _FallbackPriorYearP12, _PriorKey )",0,01 vNext Helpers\Fiscal Period,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Proposed vNext measure; definition requires confirmation,Proposed vNext measure from non-destructive implementation script.,[vNext Selected Fiscal Month]; [vNext Selected Fiscal Year],To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Actual GBP Display,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Actual GBP Display,"DIVIDE ( [vNext Actual GBP Base], [vNext Selected Statement Unit Multiplier] )","#,0;(#,0);-",02 vNext Presentation\Amounts,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: actual GBP displayed in the selected statement unit. Technical: presentation wrapper over vNext Actual GBP Base.,Proposed vNext measure from non-destructive implementation script.,[vNext Actual GBP Base]; [vNext Selected Statement Unit Multiplier],To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Budget GBP Display,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Budget GBP Display,"DIVIDE ( [vNext Budget GBP Base], [vNext Selected Statement Unit Multiplier] )","#,0;(#,0);-",02 vNext Presentation\Amounts,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: budget GBP displayed in the selected statement unit. Technical: presentation wrapper over vNext Budget GBP Base.,Proposed vNext measure from non-destructive implementation script.,[vNext Budget GBP Base]; [vNext Selected Statement Unit Multiplier],To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Forecast GBP Display,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Forecast GBP Display,"DIVIDE ( [vNext Forecast GBP Base], [vNext Selected Statement Unit Multiplier] )","#,0;(#,0);-",02 vNext Presentation\Amounts,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: forecast GBP displayed in the selected statement unit. Technical: presentation wrapper over vNext Forecast GBP Base.,Proposed vNext measure from non-destructive implementation script.,[vNext Forecast GBP Base]; [vNext Selected Statement Unit Multiplier],To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Scenario Amount GBP Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Scenario Amount GBP Base,"VAR _Scenario = [vNext Selected Scenario] RETURN SWITCH ( TRUE (), _Scenario = ""Actual"", [vNext Actual GBP Base], _Scenario = ""Budget"", [vNext Budget GBP Base], _Scenario = ""Forecast"", [vNext Forecast GBP Base], _Scenario = ""Outturn"", [vNext Forecast Outturn GBP Base], [vNext Actual GBP Base] )","#,0;(#,0);-",03 vNext Scenario Measures,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: scenario-aware GBP value. Technical: centralizes scenario switching to avoid repeated SWITCH logic across measures.,Proposed vNext measure from non-destructive implementation script.,[vNext Actual GBP Base]; [vNext Budget GBP Base]; [vNext Forecast GBP Base]; [vNext Forecast Outturn GBP Base]; [vNext Selected Scenario],To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Scenario Amount GBP Display,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Scenario Amount GBP Display,"DIVIDE ( [vNext Scenario Amount GBP Base], [vNext Selected Statement Unit Multiplier] )","#,0;(#,0);-",03 vNext Scenario Measures,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: selected scenario amount displayed in the selected unit. Technical: use as the preferred visual measure with scenario/time/variance calculation groups.,Proposed vNext measure from non-destructive implementation script.,[vNext Scenario Amount GBP Base]; [vNext Selected Statement Unit Multiplier],To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Forecast Remainder GBP Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Forecast Remainder GBP Base,"VAR _PeriodKey = [vNext Selected Fiscal Period Key Capped] VAR _Year = QUOTIENT ( _PeriodKey, 100 ) VAR _Version = [vNext Selected Forecast Version] RETURN IF ( ISBLANK ( _PeriodKey ), BLANK (), CALCULATE ( [vNext Forecast GBP Base], USERELATIONSHIP ( fact_gl_forecasts[DateKey], dim_date[DateKey] ), REMOVEFILTERS ( dim_date ), dim_date[FiscalYearNumber] = _Year, dim_date[PeriodKey] > _PeriodKey, fact_gl_forecasts[ForecastVersion] = _Version ) )","#,0;(#,0);-",03 vNext Scenario Measures\Forecast,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: forecast value after the selected/latest actual period for outturn reporting. Technical: fiscal-year remainder using selected forecast version.,Proposed vNext measure from non-destructive implementation script.,[vNext Forecast GBP Base]; [vNext Selected Fiscal Period Key Capped]; [vNext Selected Forecast Version],To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext Forecast Outturn GBP Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext Forecast Outturn GBP Base,[vNext Actual GBP Base] + [vNext Forecast Remainder GBP Base],"#,0;(#,0);-",03 vNext Scenario Measures\Forecast,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Proposed vNext measure; definition requires confirmation,Proposed vNext measure from non-destructive implementation script.,[vNext Actual GBP Base]; [vNext Forecast Remainder GBP Base],To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext BS Amount Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext BS Amount Base,[vNext Actual GBP Base],"#,0;(#,0);-",04 vNext Balance Sheet,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: balance-sheet amount before as-of transformation. Technical: default uses actual GBP base; confirm whether budget/forecast BS scenarios should be supported.,Proposed vNext measure from non-destructive implementation script.,[vNext Actual GBP Base],To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext BS Amount Display,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext BS Amount Display,"DIVIDE ( [vNext BS Amount Base], [vNext Selected Statement Unit Multiplier] )","#,0;(#,0);-",04 vNext Balance Sheet,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: balance-sheet amount displayed in selected unit. Technical: presentation wrapper over vNext BS Amount Base.,Proposed vNext measure from non-destructive implementation script.,[vNext BS Amount Base]; [vNext Selected Statement Unit Multiplier],To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
Task,vNext measure register: vNext BS Closing Balance As Of Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;vNext,sm_finance_core,Measure,_Measures,vNext BS Closing Balance As Of Base,"VAR _Cap = [vNext Selected Fiscal Period Key Capped] VAR _Year = QUOTIENT ( _Cap, 100 ) VAR _Period = MOD ( _Cap, 100 ) RETURN IF ( ISBLANK ( _Cap ), BLANK (), CALCULATE ( [vNext BS Amount Base], REMOVEFILTERS ( dim_date ), fact_gl_balances[FiscalYear] = _Year, fact_gl_balances[FiscalPeriod] >= 0, fact_gl_balances[FiscalPeriod] <= _Period ) )","#,0;(#,0);-",04 vNext Balance Sheet,No,vNext - Proposed,Proposed side-by-side implementation; business validation required,docs/implementation/refactored_measures_and_calculation_groups.dax,Business: closing balance as of selected/latest fiscal period. Technical: includes opening/brought-forward period 0 through selected period; semi-additive and not compatible with generic YTD calc item unless approved.,Proposed vNext measure from non-destructive implementation script.,[vNext BS Amount Base]; [vNext Selected Fiscal Period Key Capped],To be mapped during regression testing,Finance / BI owner to confirm,Pending regression test
